description,origin,status,car_mileage,car_color,car_seats,gear,car_year,car_price,style,model,fuel,brand_name,region_name,url_image,website,month,year
"e cần mua gấp xe bán tải các loại đời 2017 trở lên do công việc nên cần gấp, các bác cần bán xin liên hệ e ạ, giá cả thương lượng",,Đã sử dụng,0.0,,,,,500000000.0,,,,,Tp Hồ Chí Minh,https://cdn.chotot.com/Fw3YhaKqJ8adQ17Af5xifqppsBITZXzIk7Jrqmysqmk/preset:listing/plain/e631fcb29777ae1e10a07428cab048fe-2738625050369055592.jpg,chotot,9,2021
"tôi cần mua kia moning xe gia đình ai có liên hệ e ,mấy có lái tha dùm e nhé,xe số sàng hay tự động gi củng được ai ở kgu vưc cần thơ có alo e nhé .",,Đã sử dụng,0.0,,,,,230000000.0,,,,,Cần Thơ,https://cdn.chotot.com/ftJN82tfrfmOG__GCqe_4gdqHyk_M2SgFrziwwNsIJk/preset:listing/plain/3d623dc6eb35642587441cdf262bcf13-2738506467826679399.jpg,chotot,9,2021
Tài chính 300tr muốn mua vios E. Không kinh dianh dịch vụ,,Đã sử dụng,0.0,,,,,300000000.0,,,,,Hà Nội,,chotot,9,2021
mình muốn tìm một chiếc xe Ford Ranger đã qua sử dụng bạn nào muốn đổi xe hoặc có xe liên hệ với mình Mình mua về sử dụng,,Đã sử dụng,0.0,,,,,450000000.0,,,,,Lâm Đồng,https://cdn.chotot.com/Q0jz9qFmHBRmPXNCMIJOJfBHiY-fZryYG788KeZxwMM/preset:listing/plain/0512c0d462f2e8e7b1753a37b3f4a253-2738236385957224529.jpg,chotot,9,2021
mình muốn tìm một chiếc xe Ford Ranger đã qua sử dụng bạn nào muốn đổi xe hoặc có xe liên hệ với mình Mình mua về sử dụng,,Đã sử dụng,0.0,,,,,450000000.0,,,,,Lâm Đồng,https://cdn.chotot.com/Q0jz9qFmHBRmPXNCMIJOJfBHiY-fZryYG788KeZxwMM/preset:listing/plain/0512c0d462f2e8e7b1753a37b3f4a253-2738236385957224529.jpg,chotot,9,2021
Mình tìm mua một chiếc xe xpander đã qua sử dụng xe chính chủ Bạn nào có liên hệ với mình Bạn nào biết giới thiệu cho mình cảm ơn đã đọc tin,,Đã sử dụng,0.0,,,,,440000000.0,,,,,Lâm Đồng,https://cdn.chotot.com/kdbwQxZl7uK_6y_RM9EG16fiTNVa-D-KIYVCdgbNrn0/preset:listing/plain/28db3ffd183008b30215d38f8211dd39-2738128427377547039.jpg,chotot,9,2021
Mình tìm mua một chiếc xe xpander đã qua sử dụng xe chính chủ Bạn nào có liên hệ với mình Bạn nào biết giới thiệu cho mình cảm ơn đã đọc tin,,Đã sử dụng,0.0,,,,,440000000.0,,,,,Lâm Đồng,https://cdn.chotot.com/kdbwQxZl7uK_6y_RM9EG16fiTNVa-D-KIYVCdgbNrn0/preset:listing/plain/28db3ffd183008b30215d38f8211dd39-2738128427377547039.jpg,chotot,9,2021
"Tôi cần mua ô tô cũ để sử dụng. Dòng xe tôi muốn tìm mua đó là Vios hoặc Honda City dòng xe tự động. Anh/Chị nào chính chủ xe cần bán hãy liên hệ với tôi.
Yêu cầu:Xe nguyên zin (không độ), xe không đâm đụng, ngập nước, xe không qua Gara hay Showroom xe cũ: Nếu xe thuộc nhóm trên thì anh chị vui lòng không liên hệ làm mất thời gian của nhau.
Tôi chỉ mua xe chính chủ.
Chân thành cảm ơn.",,Đã sử dụng,0.0,,,,,350000000.0,,,,,Bình Dương,https://cdn.chotot.com/IPZr43lORFVM_uE1G43A5tOEsxm9feqh_OeGGF-_q7c/preset:listing/plain/f5ac3fb668303eb9bf6329605cb7c387-2738111749970633536.jpg,chotot,9,2021
"minh cần mua Innova 8 chổ xe nhà đi không còn dùng muốn bán.
ai con dư để mình 1 chiếc...giấy tờ sang tên đầy đủ biển.số 85
giá tầm 200trieu trở xuống",,Đã sử dụng,0.0,,,,,200000000.0,,,,,Ninh Thuận,https://cdn.chotot.com/onvYZuit9Ww1jPYav213Qnr4-2_JS3jjEgq6cYg2ezI/preset:listing/plain/bb4b7492965c828c689654633576143b-2738348055379200438.jpg,chotot,9,2021
"Cần mua Attrage CVT 2018 đã sử dụng
anh chị có xe giới thiệu em với",,Đã sử dụng,0.0,,,,,280000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/qzU6TRe3weFQBn0fMjhbo9DfzBwBHnZx_RDMuNt15vQ/preset:listing/plain/208d170b2bb88b2d5294cedf4951b4dd-2738088510319478521.jpg,chotot,9,2021
"Mình đang cần mua 1 xe Tobe M'car nhập Đài Loan 2009, ưu tiên màu sáng.",,Đã sử dụng,0.0,,,,,120000000.0,,,,,Hà Nội,,chotot,9,2021
Gia đình em cần tìm mua Outlander 2018. 2019 cũ đã qua sử dụng. anh chị nào đang bán giới thiệu em với ạ,,Đã sử dụng,0.0,,,,,600000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/V7hoGgKsM6UMJs7GfKcVzu36gMhzIhcym3nnC9b3qas/preset:listing/plain/3516e82052c52744447ab919d87abbaf-2737976661577365596.jpg,chotot,9,2021
Cần mua Cần mua ô tô tập lái một trăm năm triệu quay đầu. Giá càng rẻ càng tốt ai có kêt bạn giao lưu. Mua nhanh gọn. Mua xe máy giá rẻ luôn ạ,,Đã sử dụng,0.0,,,,,150000000.0,,,,,Tp Hồ Chí Minh,https://cdn.chotot.com/Zs7Wh_1QfnvUZdQKYn61DYzo2btK63A4YptOaC4eT_E/preset:listing/plain/6c066f68e485a68c346bec78e46d8c38-2737958106154055881.jpg,chotot,9,2021
bạn nào muốn đổi xe Lên Đời mời liên hệ với mình mình mua ngày sử dụng nếu bạn nào nào biết giới thiệu cho mình Mình gửi tiền cà phê nếu mình mua được xe,,Đã sử dụng,0.0,,,,,400000000.0,,,,,Lâm Đồng,,chotot,9,2021
Gia đình em cần tìm mua Outlander 2018. 2019 cũ đã qua sử dụng. anh chị nào đang bán giới thiệu em với ạ,,Đã sử dụng,0.0,,,,,600000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/V7hoGgKsM6UMJs7GfKcVzu36gMhzIhcym3nnC9b3qas/preset:listing/plain/3516e82052c52744447ab919d87abbaf-2737976661577365596.jpg,chotot,9,2021
Cần mua Cần mua ô tô tập lái một trăm năm triệu quay đầu. Giá càng rẻ càng tốt ai có kêt bạn giao lưu. Mua nhanh gọn. Mua xe máy giá rẻ luôn ạ,,Đã sử dụng,0.0,,,,,150000000.0,,,,,Tp Hồ Chí Minh,https://cdn.chotot.com/Zs7Wh_1QfnvUZdQKYn61DYzo2btK63A4YptOaC4eT_E/preset:listing/plain/6c066f68e485a68c346bec78e46d8c38-2737958106154055881.jpg,chotot,9,2021
Mình cần mua một chiếc xpander đã qua sử dụng Anh chỉ nào có xe xe liên hệ với mình giá cả thỏa thuận và thương lượng,,Đã sử dụng,0.0,,,,,420000000.0,,,,,Lâm Đồng,,chotot,9,2021
E cần tìm mua xe ngân đang góp và cho góp tiếp xe gầm cao..đời 219 trở lên ..e cám ơn,,Đã sử dụng,0.0,,,,,150000000.0,,,,,Bình Dương,,chotot,9,2021
Mình cần mua thanh giá nóc xe huyndai i10 ae có  alo mình nha,,Đã sử dụng,0.0,,,,,50000000.0,,,,,Tp Hồ Chí Minh,,chotot,9,2021
cần tìm xe tập lái matit tài chính tầm 30cu thui ae ai có dư hú mình nha,,Đã sử dụng,0.0,,,,,30000000.0,,,,,Tp Hồ Chí Minh,https://cdn.chotot.com/I3vXzKBFJti2vvzLf7FhxdizYEdQWf8ZwNNX4z2cQDo/preset:listing/plain/e018d838cdf1557c6d20666187ed0f4b-2737660550855913987.jpg,chotot,9,2021
"đời cao cao tí, không đâm đụng. không thủy kích",,Đã sử dụng,0.0,,,,,350000000.0,,,,,Quảng Nam,,chotot,9,2021
cần mua kia morning đời 2016 - 2018 khoảng 200tr đổ về,,Đã sử dụng,0.0,,,,,200000000.0,,,,,Hà Nam,https://cdn.chotot.com/1wGcrpxRumd82TU_vgIyscmEV97EtyV3i__jTTRgTTo/preset:listing/plain/e38b1a67296313ab8497af0703209548-2737639230483907064.jpg,chotot,9,2021
cần mua xe bán tải 1 cầu 2 cầu gi cũng được 2014-2018,,Đã sử dụng,0.0,,,,,380000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/zjoXPKDAQ26osXqy5eBny7DkQNKs_rCxTuj8UgtQ3p8/preset:listing/plain/9b7cbbff7de1cb1e66b3abca5ef48207-2737540497139429891.jpg,chotot,9,2021
"Tài chính 350 triệu tôi cần mua bán tải Triton số sàn đời cao 2016, 2017
 Nhờ anh em giới thiệu,",,Đã sử dụng,0.0,,,,,350000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/uIROUV-SQQYsugSGG8c0xbK-eW5Pl0H7_6Uj2ta1cRQ/preset:listing/plain/c821445bee7c1e89486eb3e313c04c21-2737397750481875459.jpg,chotot,9,2021
"Gia đình em cần mua Cần mua Cerato 5 chỗ số tự động đời cao, anh chị nào có đang bán giới thiệu em với, em cảm ơn",,Đã sử dụng,0.0,,,,,500000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/-TW9a_KzBzG0IRdV1Wh5fmCcBO5268uPuxT8APHBU0Y/preset:listing/plain/c3940f033502ee72958176ebebe49012-2737396376602341891.jpg,chotot,9,2021
"Tài chính 350 triệu tôi cần mua bán tải Triton số sàn đời cao 2016, 2017
 Nhờ anh em giới thiệu,",,Đã sử dụng,0.0,,,,,350000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/uIROUV-SQQYsugSGG8c0xbK-eW5Pl0H7_6Uj2ta1cRQ/preset:listing/plain/c821445bee7c1e89486eb3e313c04c21-2737397750481875459.jpg,chotot,9,2021
"Gia đình em cần mua Cần mua Cerato 5 chỗ số tự động đời cao, anh chị nào có đang bán giới thiệu em với, em cảm ơn",,Đã sử dụng,0.0,,,,,500000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/-TW9a_KzBzG0IRdV1Wh5fmCcBO5268uPuxT8APHBU0Y/preset:listing/plain/c3940f033502ee72958176ebebe49012-2737396376602341891.jpg,chotot,9,2021
"như tiêu đề e cần mua 1 em daewoo leganza biển HN full chức năng khung gầm đẹp máy móc ok  bác nào có pm or call cho e ạ giá cả thương lượng theo chất lượng của xe 
em cảm ơn ae đã quan tâm",,Đã sử dụng,0.0,,,,,50000000.0,,,,,Hà Nội,,chotot,9,2021
Xe  đã qua sủ dụng nhung con dùng tốt xe chinh chu,,Đã sử dụng,0.0,,,,,200000000.0,,,,,Hà Giang,,chotot,9,2021
Mau den hoac trang xe khong tã xi khong dich vu,,Đã sử dụng,0.0,,,,,200000000.0,,,,,Hà Giang,,chotot,9,2021
"Cần mua ô tô bán tải tự động đời từ 2018 trở lại hãng demax, hilux, triton , giá 500 triệu ,",,Đã sử dụng,0.0,,,,,500000000.0,,,,,Đà Nẵng,,chotot,9,2021
cần mua Gentra SX 2010 sang tên xe sạch sẽ,,Đã sử dụng,0.0,,,,,100000000.0,,,,,Tây Ninh,https://cdn.chotot.com/U4cBao6OLsbyrdePn9KgO1uBZhilJivrgUYxcOVJbc4/preset:listing/plain/fd0e778c4a9879dceba0c7c91d71ad6b-2737134932510241283.jpg,chotot,9,2021
cần mua xe tải van đời 2010 trở lên cho trả góp,,Đã sử dụng,0.0,,,,,200000000.0,,,,,Tp Hồ Chí Minh,,chotot,9,2021
Xe nhà đang sự dụng ko dv taxi em chứ thứ hai mùa lại của ông bác đã sư dùng đc vài năm này muôn bạn ace cân quá xem trước tiếp mới thư của xe còn tôt chây ngon 150km /h ko vân đê gi cưc em chăc,,Đã sử dụng,0.0,,,,,215000000.0,,,,,Quảng Ninh,https://cdn.chotot.com/Xc173sAwuVBWttXizDnUyQIEDJrVU0EfBtjqeDeFifM/preset:listing/plain/be2badafd25f30a4218eec8fe74dfb9a-2736994325085221379.jpg,chotot,9,2021
"Cần mua  Hyundai Accent số tự động. 
Không đâm đụng ko ngập nước",,Đã sử dụng,0.0,,,,,400000000.0,,,,,Quảng Nam,,chotot,9,2021
"dòng kia 1t1 1t4 ai có liên hệ e.......
giá ca thương lượng",,Đã sử dụng,0.0,,,,,200000000.0,,,,,Đắk Nông,,chotot,9,2021
"Gia đình em cần mua 1 chiếc 5 chỗ, tài chính tầm 400 triệu - XE GIA ĐÌNH - KHÔNG KINH DOANH, nhờ các anh chị giới thiệu giúp. Em xin cảm ơn",,Đã sử dụng,0.0,,,,,400000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/Pri8ef5kKwxfWIkaGCNeEeBM1-xXtCViW78TQu11CBE/preset:listing/plain/d31f413db29d33bbffdde5d9982c8485-2736907135860512794.jpg,chotot,9,2021
"Gia đình em cần mua 1 chiếc Xpander cũ số sàn hoặc tự động đã qua sử dụng tại Đà Nẵng. Ưu tiên xe màu trắng
Nhờ anh em giới thiệu giúp",,Đã sử dụng,0.0,,,,,400000000.0,,,,,Đà Nẵng,https://cdn.chotot.com/654PS8moxIBT4ZeOh9fqpklE9BHXGHQK_LuQJ6I8PuA/preset:listing/plain/1f4e49b283b26ac3c8dbe121418b13d0-2736906003554277402.jpg,chotot,9,2021
"Gia đình có nhu cầu cần mua i10 số sàn. không dịch vụ , không đổi màu. ai có liên hệ em ạ",,Đã sử dụng,0.0,,,,,200000000.0,,,,,Hải Phòng,https://cdn.chotot.com/8tQJyW4eVMBQ0R_1UhqcbwHf53I5Kt19_cB1MqcqTd0/preset:listing/plain/509a799b72c5946dfe3fb6fa3e587f53-2736801880278823733.jpg,chotot,9,2021
"🇯🇵 SCION XD 1.8 AT Nhập Mỹ

📐 Sản xuất : 2009 Đăng kí : 2010
📐 Bản 1.8 Tự Động
📐 Sử dụng động cơ TOYOTA 1.8 DUAL
📐 Tình trạng xe cực mới 
💎 Bảo dưỡng định kì đầy đủ
💎 599 triệu 
❤️ Vào nhiều đồ chơi, đồ rin nguyên bản còn đầy đủ, tặng cặp đèn pha mới 100% nhập từ mỹ về, cặp đèn cảng đặt mua tại hãng mini cooper 20 triệu,...

✅ Cam kết không tai nạn , Không ngập nước, Không lỗi.
✅ Bao kiểm tra xe tại hãng
🏢🚗 : 392-394 Phan Châu Trinh Đà Nẵng
🎗 Hotline : 
🌼 Hân hạnh được phục vụ
💐💐 Xin chân thành cám ơn 💐💐
🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗",Việt Nam,Đã sử dụng,55000.0,,2.0,Tự động,2010.0,599000000.0,Sedan,,Xăng,,Đà Nẵng,https://cdn.chotot.com/ccEqRnOc6FiVHg9lKhfvR8J6w6_Pum8p9Skag4TNz4s/preset:listing/plain/99e852b880a735ea433c07c146cb5163-2742855030450102972.jpg,chotot,7,2021
"Xe TMT SINOTRUCK 6 TẤN thùng dài 4.2m vô cùng phù hợp với khách hàng chở hàng nặng, cần thùng nhỏ gọn. - Xe lắp ráp theo công nghệ Đức với 70% phụ tùng nhập khẩu của Sinotruck. - Thùng xe được đóng chắc chắn với đầy đủ phiên bản từ thùng lửng, thùng mui bạt, thùng kín. - Cabin ISUZU rộng rãi, chắc chắn, với hệ thống gương hiện đại, đảm bảo tầm nhìn tốt nhất. - Nội thất xe hiện đại, chắc chắn. - Bảo hành 2 năm hoặc 100.000km  Liên hệ em Vân để được tư vấn chu đáo nhất!!!",Việt Nam,Mới,0.0,Xanh,3.0,Số sàn,2018.0,401000000.0,Kiểu dáng khác,Tmt Sinotruck 6 Tấn,Dầu,,Thái Bình,https://bonbanh.com/uploads/users/315918/car/1785075/l_1534907434.170.jpg,bonbanh,12,2021
"+ Xe tải DAISAKI 2,4 tấn máy ISUZU đồng bộ hộp số.  + Xe với đầy đủ 3 phiên bản thùng tiện lợi: - Thùng 3,2m thuận tiện chở hàng vào các đường nhỏ - Thùng 3,6m thông dụng chở đá xẻ, chở nhôm kính - Thùng 4,2m chuyên chở ống nước, hàng cồng kềnh. + Cabin porter nhập khẩu, chắc chắn, nội thất sang trọng, gồm điều hòa, hệ thống radio tiêu chuẩn. + Hệ thống phun xăng điện tử -Euro 4, tiết kiệm nhiên liệu và thân thiện với môi trường + Có sẵn xe giao ngay.  + Chính sách bảo hành 3 năm, hoặc 100.000 km tùy điều kiện nào đến trước. + Bảo hành toàn quốc với 63 đại lý TMT trên khắp cả nước.",Việt Nam,Mới,0.0,Xanh,3.0,Số sàn,2018.0,316000000.0,Kiểu dáng khác,"Tmt 2,4 Tấn",Dầu,,Thái Bình,https://bonbanh.com/uploads/users/315918/car/1780989/l_1534757693.155.jpg,bonbanh,12,2021
Bán xe kenbo 5 chỗ sx 2018 đk 2019 Một chủ . Xe gia đình chuyên chăn ga gối đệm . Chở nhẹ nên xe còn mới tinh Không một lỗi nhỏ  Máy xăng 1.5cc rất tiết kiệm . Điều hoà hãng mát nhanh . Xin mời QK,Việt Nam,Đã sử dụng,5200.0,Nâu,5.0,Số sàn,2018.0,155000000.0,Pick-up (bán tải),Kenbo Truk,Xăng,,Phú Thọ,https://bonbanh.com/uploads/users/122309/car/4118345/l_1638541331.648.jpeg,bonbanh,12,2021
Tưởng không chất mà chất không tưởng Bán tải siêu độc lạ: sx 2013 hàng tồn kho chạy 300km mới nguyên linon máy xăng 2.3l,Việt Nam,Đã sử dụng,0.0,Xám,5.0,Số sàn,2013.0,230000000.0,Pick-up (bán tải),Huanghai,Xăng,,Hải Phòng,https://bonbanh.com/uploads/users/587168/car/4062811/l_1635816129.159.jpg,bonbanh,12,2021
"xe ben TMT 2.4 tấn - dòng xe đứng đầu phân khúc ben nhẹ!! - Động cơ 480ZLQ mạnh mẽ - Cao chỉ 2.1m có thể chui vào barie đường nhỏ thoải mái - Tải trọng 2.4 tấn, không lo quá tải - Bảo hành 6000km Liên hệ em để được tư vấn chu đáo nhất!!",Việt Nam,Mới,0.0,Xanh,2.0,Số sàn,2018.0,265000000.0,Kiểu dáng khác,Tmt Ben 2.4 Tấn,Dầu,,Thái Bình,https://bonbanh.com/uploads/users/315918/car/1784855/l_1534902500.137.jpg,bonbanh,12,2021
"Xe TATA SUPER ACE máy dầu trọng tải 1.25 tấn nhập khẩu từ Ấn Độ với đầy đủ các phiên bản thùng: + thùng lửng chở gạch men, đá xe,... vào các đường ngõ nhỏ. + Thùng mui bạt dài 2.6m đóng chắc chắn, + Thùng kín 3 lớp, đèn thùng sáng tiện dụng + Thùng cánh dơi mở bửng 3 bên thuận tiện buôn bán tại các chợ. Nội thất tiện nghi gồm điều hòa, hệ thống loa đài radio, ốp vân gỗ mặt taplo,... đem lại sự hài lòng cho quý khách hàng. Xe TATA SUPER ACE máy dầu bảo hành 3 năm hoặc 100.000 km tùy điều kiện nào đến trước. Liên hệ em Vân để được tư vấn chu đáo nhất.",Nước khác,Mới,0.0,Nâu,2.0,Số sàn,2018.0,297000000.0,Kiểu dáng khác,Tata,Dầu,,Thái Bình,https://bonbanh.com/uploads/users/315918/car/1782346/l_1534817022.144.jpg,bonbanh,12,2021
"Dothanh IZ65 tải trọng 3,5 tấn nhập khẩu và lắp rắp tại nhà máy Dothanh Auto Động cơ: Isuzu 2.771cc mạnh mẽ tiết kiệm nhiên liệu Cabin rộng rãi hiện đại  Kích thước thùng hàng: 4.300x1.910x1.850mm Bảo hành 3 năm 100.000km Hỗ trợ vay vốn ngân hàng lãi suất ưu đãi Đăng kí đăng kiểm các tỉnh thành trong nước Hỗ trợ 24/24 với giá tốt nhất thị trường",Việt Nam,Mới,0.0,Trắng,3.0,Số sàn,2021.0,400000000.0,Kiểu dáng khác,Dothanh Iz65,Dầu,,Tp Hồ Chí Minh,https://bonbanh.com/uploads/users/461882/car/3134341/l_1584668686.808.jpg,bonbanh,12,2021
"Xe em sx 2010, máy TQ vỏ Nam Định đóng, vỏ xe e sơn mới tinh, nội thất mới, máy lạnh mát, khám phí và đăng ký e vừa làm, nói chung về chỉ việc khai thác, nếu đầu tư có thế tiền mà chạy công nhân, học sinh hay Du Lịch, cưới hỏi hoặc đóng đầu xe cho trường lái..v.v.thì quá rẻ, máy móc thay dầu định kỳ thì chạy bao giờ mới hỏng? Xe làm ra ko kịp bán, bác nào thích, thấy vào việc gì thì alo ngay cho e nhé! Cam kết ảnh là của xe e đang bán 100%, các bác xem kỹ ảnh rồi alo cho e, sai e đền tiền chi phí đi lại!",Việt Nam,Đã sử dụng,100000.0,Vàng,29.0,Số sàn,2010.0,150000000.0,Van,Transico,Dầu,,Vĩnh Phúc,https://bonbanh.com/uploads/users/80673/car/3104159/l_1583150388.303.jpg,bonbanh,12,2021
"Bán siêu xe limousine H3 màu Trắng , Quầy Bar Rượu VIP . Dàn âm Thanh Màn Hình karaoke loa sup đẳng cấp , xe mới đẹp . Chính chủ bán",Nước khác,Đã sử dụng,0.0,Trắng,12.0,Tự động,2007.0,2050000000.0,SUV / Cross over,Hummer H3,Xăng,,Tp Hồ Chí Minh,https://bonbanh.com/uploads/users/620620/car/4111635/l_1638244230.316.jpeg,bonbanh,12,2021
"=>Tải Isuzu IZ65 (1,9T - 2,5T - 3,5T) KM Trước Bạ -Tải Trọng Cho Phép : 2,400 kg - TỔNG Tải Trọng: 4,990 kg=>VÀO THÀNH PHỐ CẢ NGÀY -Động cơ ISUZU(120PS) thế hệ mới nhất,siêu tiết kiệm Dầu -Thùng Dài: 4.300x1.850x1.800mm -Lốp trước/sau: 7.00R16 -Trang bị cao cấp: máy lạnh, kính chỉnh điện..... - 2T5-3T5 nhập khẩu CAO CẤP : Thùng Bạt Inox-NHÔM-ThùngKín-Thùng Lửng,Bửng Nâng... =>CÓ XE GIAO NGAY:  -Xe bảo hành chính hãng 3 năm -Hỗ trợ mua trả góp đến 80% giá trị xe =>LH GIÁ LUÔN TỐT NHA",Nước khác,Mới,0.0,Trắng,3.0,Số sàn,2019.0,269000000.0,Kiểu dáng khác,Dothanh Iz65 2T53T5,Dầu,,Tp Hồ Chí Minh,https://bonbanh.com/uploads/users/8191/car/560029/l_1537264874.jpg,bonbanh,12,2021
"Bán xe tải chiến thắng, đời 2012. Xe đang hoạt động tốt, giấy tờ đầy đủ, máy móc êm.",Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2012.0,85000000.0,Kiểu dáng khác,Chiến Thắng,Dầu,,,https://bonbanh.com/uploads/users/622357/car/4119619/l_1638613136.816.jpg,bonbanh,12,2021
"Bán xe tải đời 2009, màu trắng. Xe đang hoạt động bình thường, giấy tờ đầy đủ",Việt Nam,Đã sử dụng,0.0,Trắng,3.0,Số sàn,2009.0,47000000.0,Kiểu dáng khác,Songhuajiang,Xăng,,,https://bonbanh.com/uploads/users/622334/car/4119388/l_1638606200.234.jpg,bonbanh,12,2021
"Bán xe Fuso DCAR 12 chỗ Vip sx năm 2017. ODO 10 vạn, xe cực đẹp. Xe cam kết không đâm đụng, không ngập nước Liên hệ để biết thêm thông tin.",Việt Nam,Đã sử dụng,100000.0,Nâu,12.0,Số sàn,2017.0,850000000.0,Van,Fuso Dcar,Dầu,,Vĩnh Phúc,https://bonbanh.com/uploads/users/577335/car/3945070/l_1628417944.932.jpg,bonbanh,12,2021
"Bán BYD F0 2011, chạy 12 ngàn, số sàn. Xe đẹp, điều hòa, đài AM/FM, radio, máy êm.",Nước khác,Đã sử dụng,0.0,Xanh,5.0,Số sàn,2011.0,98000000.0,Hatchback,Byd F0,Xăng,,,https://bonbanh.com/uploads/users/622280/car/4118861/l_1638589169.404.jpg,bonbanh,12,2021
"Bán BYD màu xanh, đời 2011. xe đẹp, máy móc êm, nội thất sạch sẽ..",Nước khác,Đã sử dụng,0.0,Xanh,5.0,Số sàn,2011.0,80000000.0,Hatchback,Byd F0,Xăng,,,https://bonbanh.com/uploads/users/622274/car/4118808/l_1638587946.136.jpg,bonbanh,12,2021
Xong công trình cần bán gấp mua về đổ dầu vô là chạy thôi chính chủ bán,Nước khác,Đã sử dụng,53248.0,Vàng,2.0,Số sàn,2005.0,60000000.0,Kiểu dáng khác,Xe Cẩu,Dầu,,,https://bonbanh.com/uploads/users/87591/car/3555289/l_1607169340.540.jpeg,bonbanh,12,2021
"Thanh lý Gấp! Xe chạy công ty do tình hình dịch nên cần thanh lý! Máy ISUZU chạy tốt, nội thất đẹp, Xe đời 2015 xem xe tại Q9!!!",Việt Nam,Đã sử dụng,180000.0,Trắng,29.0,Số sàn,2015.0,500000000.0,Van,Samco Felx Liee,Dầu,,,https://bonbanh.com/uploads/users/622150/car/4118171/l_1638534138.554.jpeg,bonbanh,12,2021
"Bán xe samsung 7tạ đời 2000, xe đang hoat động bình thường, san thùng inox . 4 quả lốp sau 80%, Khám dài ..",Việt Nam,Đã sử dụng,0.0,Trắng,3.0,Số sàn,2000.0,38000000.0,Kiểu dáng khác,Sam Sung,Dầu,,,https://bonbanh.com/uploads/users/467931/car/4118011/l_1638527076.774.jpg,bonbanh,12,2021
"Bán chiến thắng 980kg đời 2012 , màu xanh. Xe đang hoạt động tốt, máy móc êm và khỏe. vui lòng liên hệ với tôi",Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2012.0,89000000.0,Kiểu dáng khác,Chiến Thắng,Dầu,,,https://bonbanh.com/uploads/users/593989/car/4117995/l_1638526566.359.jpg,bonbanh,12,2021
"Gd cần bán Hoa Mai đời 2013 tải 3t45 xe rin toàn bộ , lốp đẹp còn 80% cả dàn . Điều hoà lạnh.",Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2013.0,160000000.0,Kiểu dáng khác,Hoa Mai,Dầu,,,https://bonbanh.com/uploads/users/564758/car/4117983/l_1638526255.397.jpg,bonbanh,12,2021
Xe nhà dùng không có nhu cầu đi đến nhượng lại cho ae nào cần đongben 2017.Máy zin chất.Điều hoà 2 chiều Khoá điện. Xe chạy hơn 4 vạn,Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2017.0,102000000.0,Kiểu dáng khác,Dongben,Xăng,,Bắc Ninh,https://bonbanh.com/uploads/users/195600/car/4117933/l_1638525229.179.jpg,bonbanh,12,2021
"Cần bán xe tải đời 2008, màu xanh. Xe đang hoạt động bình thường, máy móc ổn, giấy tờ đủ.",Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2008.0,39000000.0,Kiểu dáng khác,Jinbei,Dầu,,,https://bonbanh.com/uploads/users/574143/car/4117300/l_1638506656.102.jpg,bonbanh,12,2021
"Xe đời 2020.  chính chủ Còn hạn đăng kiểm . 1XX TR, xe đẹp, còn nguyên mới",Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2020.0,148000000.0,Kiểu dáng khác,Srm,Dầu,,,https://bonbanh.com/uploads/users/622039/car/4116824/l_1638495819.717.jpg,bonbanh,12,2021
"Xe nâng hàng bãi zin về sử dụng ngay 1,5 tấn xe đẹp máy chạy rất mạnh",Nước khác,Đã sử dụng,564.0,Vàng,1.0,Số sàn,2002.0,55000000.0,Kiểu dáng khác,Xe Nâng,Dầu,,,https://bonbanh.com/uploads/users/87591/car/3444061/l_1601287213.187.jpg,bonbanh,12,2021
"Chiến thắng hai cầu đời 2013, màu xanh. Phanh hơi láp kê Xe đẹp, máy móc ổn định. ae co nhu cầu alo.",Việt Nam,Đã sử dụng,0.0,Xanh,3.0,Số sàn,2013.0,152000000.0,Kiểu dáng khác,Chiến Thắng,Dầu,,,https://bonbanh.com/uploads/users/554848/car/4113606/l_1638334754.562.jpg,bonbanh,12,2021
"Bán xe tải Foton 1t8 đời 2006, màu xám. Xe đầy đủ giấy tờ, máy móc nguyên bản.",Việt Nam,Đã sử dụng,0.0,Xám,3.0,Số sàn,2006.0,90000000.0,Kiểu dáng khác,Foton,Dầu,,,https://bonbanh.com/uploads/users/621439/car/4111730/l_1638247196.288.jpg,bonbanh,11,2021
